map,population_set,demand,scenario,runs,avg_mean_wait_s,std_mean_wait_s,avg_p95_wait_s,avg_mean_travel_s,std_mean_travel_s,avg_p95_travel_s,avg_mean_time_loss_s,avg_mean_speed_mps,avg_vehicles_count,avg_planned_trips,avg_completed_trips,avg_unfinished_trips,avg_censoring_rate,avg_switch_margin_count,avg_switch_max_green_count,avg_nmin_hold_step_count,avg_spillback_block_event_count,avg_spillback_release_event_count,avg_spillback_block_step_count,avg_platoon_extend_step_count,avg_fairness_positive_bonus_count,avg_fairness_bonus_sum,avg_mp_super_mode_switch_count,avg_mp_super_program0_to_mp_count,avg_mp_super_mp_to_program0_count,avg_mp_super_program0_step_count,avg_mp_super_base_step_count,avg_mp_super_lta_step_count,avg_mp_super_nmin_step_count,avg_mp_super_fair_step_count,avg_mp_super_platoon_step_count,avg_mp_super_safe_step_count,avg_mp_super_load_sum,avg_mp_super_imbalance_sum,avg_mp_super_wait_imbalance_sum,avg_mp_super_burstiness_sum,avg_mp_super_platoon_sum,avg_mp_super_downstream_sum
bologna,skewed,high,fixed_program0,3,2641.394133,79.39102,10532.066667,3352.548133,86.982272,12042.916667,3112.456924,3.535761,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,fixed_tuned,3,2936.729733,60.690686,10116.283333,3664.890133,60.257515,11624.75,3425.917646,2.87382,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_base,3,5361.344067,374.642987,14032.466667,6193.391,388.706732,15943.466667,5926.146069,3.49213,5000.0,5000.0,5000.0,0.0,0.0,10536.333333,2485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_fair_mu5_w20,3,5010.773867,189.515897,12551.45,5886.888467,217.076072,14281.333333,5619.771643,3.311043,5000.0,5000.0,5000.0,0.0,0.0,14205.0,2222.0,0.0,0.0,0.0,0.0,0.0,227552.0,889182.263629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_lta_g060_sf050,3,5466.419267,515.014863,13842.75,6291.9394,528.993203,15538.483333,6015.95757,3.387614,5000.0,5000.0,5000.0,0.0,0.0,6140.0,4561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_nmin_a120_f4,3,5720.296133,301.744683,14068.25,6573.876133,297.971724,15847.633333,6301.7881,3.301349,5000.0,5000.0,5000.0,0.0,0.0,12194.333333,2443.666667,31225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_platoon_x2,3,5391.972133,500.413374,13102.783333,6236.114733,501.106156,14851.416667,5963.545522,3.43496,5000.0,5000.0,5000.0,0.0,0.0,10415.666667,2416.333333,0.0,0.0,0.0,0.0,774.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_program0,3,1702.4606,94.726649,5719.233333,2453.533867,94.836364,7189.3,2232.955591,3.752566,5000.0,5000.0,5000.0,0.0,0.0,2544.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_spillback_on90_off80,3,5119.106733,455.286826,12988.85,5930.223133,471.824581,14732.066667,5674.186203,3.532336,5000.0,5000.0,5000.0,0.0,0.0,10623.0,2357.333333,0.0,1999.333333,1999.333333,210011.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_super,3,1790.156933,47.526566,5640.433333,2538.955333,54.486813,7184.466667,2318.483681,3.746067,5000.0,5000.0,5000.0,0.0,0.0,3345.0,0.0,0.0,139.333333,126.666667,9627.0,15.0,695.333333,1591.919643,6735.666667,1657.666667,1657.666667,1990279.0,20509.333333,48633.0,26236.666667,2891.333333,119.333333,15173.333333,121616.52605,289787.679582,234017.417681,23202.154843,12562.0,124789.492294
bologna,skewed,high,mp_super_no_safe,3,1778.103,85.406821,5599.45,2533.332067,95.037148,7094.466667,2313.622872,3.717024,5000.0,5000.0,5000.0,0.0,0.0,3563.0,0.0,0.0,0.0,0.0,0.0,14.0,837.0,1913.717226,6189.333333,1690.0,1690.0,1976382.0,20427.0,62329.0,26768.666667,3841.666667,132.666667,0.0,121465.637128,289442.683869,234228.424852,23319.173511,12752.0,125221.337294
bologna,skewed,low,fixed_program0,3,424.255333,28.84017,1670.783333,805.17,30.295787,2454.2,599.309135,7.288651,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,fixed_tuned,3,490.722444,30.259029,1583.516667,880.562,36.35499,2372.033333,674.766418,6.387148,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_base,3,701.782,93.206783,2369.866667,1068.055333,101.252349,2949.816667,859.772206,7.398963,1500.0,1500.0,1500.0,0.0,0.0,3572.0,1143.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_fair_mu5_w20,3,642.376445,116.813841,2090.0,1007.019333,126.653387,2674.75,799.586027,7.403672,1500.0,1500.0,1500.0,0.0,0.0,3934.333333,1106.0,0.0,0.0,0.0,0.0,0.0,12986.333333,34225.522765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_lta_g060_sf050,3,653.960222,64.641964,2214.383333,1018.274444,72.267038,2728.616667,810.444638,6.994133,1500.0,1500.0,1500.0,0.0,0.0,1819.333333,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_nmin_a120_f4,3,780.442,97.028296,2577.116667,1156.318445,108.103325,3147.866667,947.6054,7.10585,1500.0,1500.0,1500.0,0.0,0.0,3866.0,1149.0,6605.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_platoon_x2,3,670.031333,126.005538,2240.916667,1031.202889,134.409582,2797.15,822.77576,7.398719,1500.0,1500.0,1500.0,0.0,0.0,3576.333333,1141.333333,0.0,0.0,0.0,0.0,263.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_program0,3,269.257333,11.031329,575.05,624.833778,15.98923,1163.083333,419.022918,7.898057,1500.0,1500.0,1500.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_spillback_on90_off80,3,679.147778,53.898061,2324.116667,1044.195111,58.284196,2899.066667,835.862527,7.414342,1500.0,1500.0,1500.0,0.0,0.0,3624.666667,1135.666667,0.0,16.666667,16.666667,1845.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_super,3,248.320889,12.145243,519.4,606.142,18.646005,1124.783333,400.336222,8.097174,1500.0,1500.0,1500.0,0.0,0.0,181.333333,0.0,0.0,0.0,0.0,0.0,0.0,20.333333,42.572511,435.666667,200.333333,200.333333,855004.0,405.333333,1961.666667,29.666667,130.0,2.666667,6.666667,11310.417569,84381.554712,76265.481079,9152.501155,4243.666667,10030.110219
bologna,skewed,low,mp_super_no_safe,3,248.320889,12.145243,519.4,606.142,18.646005,1124.783333,400.336222,8.097174,1500.0,1500.0,1500.0,0.0,0.0,181.333333,0.0,0.0,0.0,0.0,0.0,0.0,20.333333,42.572511,435.0,200.333333,200.333333,855002.666667,405.333333,1969.666667,29.666667,130.0,2.666667,0.0,11310.417569,84381.554712,76265.481079,9152.501155,4243.666667,10030.111141
bologna,skewed,medium,fixed_program0,3,1163.908556,40.945822,5266.45,1662.035444,40.542305,6345.75,1451.286813,5.409485,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,fixed_tuned,3,1317.372667,22.602659,5168.9,1839.171333,27.972704,6267.15,1630.009557,4.377,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_base,3,1848.559667,81.180913,5307.266667,2346.561889,85.955062,6133.466667,2128.690972,5.224132,3000.0,3000.0,3000.0,0.0,0.0,6129.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_fair_mu5_w20,3,1696.623111,126.220534,4827.85,2193.297889,130.793409,5758.4,1977.144419,5.234004,3000.0,3000.0,3000.0,0.0,0.0,6930.333333,1474.333333,0.0,0.0,0.0,0.0,0.0,48336.0,170153.909262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_lta_g060_sf050,3,1868.718889,148.408086,5485.666667,2361.304111,163.503984,6326.25,2143.877342,5.200871,3000.0,3000.0,3000.0,0.0,0.0,3449.666667,2974.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_nmin_a120_f4,3,1946.760889,24.06622,5422.866667,2454.007333,14.856497,6264.95,2234.166981,5.163328,3000.0,3000.0,3000.0,0.0,0.0,6782.333333,1551.666667,13322.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_platoon_x2,3,1875.062778,221.612791,5306.183333,2383.312,225.829212,6157.75,2164.405026,5.205338,3000.0,3000.0,3000.0,0.0,0.0,6214.666667,1524.0,0.0,0.0,0.0,0.0,546.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_program0,3,714.795111,52.304256,2861.466667,1195.273334,56.380501,3786.55,986.505693,5.670692,3000.0,3000.0,3000.0,0.0,0.0,539.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_spillback_on90_off80,3,2077.754667,203.486069,5806.766667,2585.393,214.686998,6693.55,2365.217133,5.155288,3000.0,3000.0,3000.0,0.0,0.0,6147.0,1568.0,0.0,315.0,315.0,30688.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_super,3,725.051444,26.041612,2849.483333,1206.687778,26.787866,3798.733333,996.880306,5.670893,3000.0,3000.0,3000.0,0.0,0.0,943.666667,0.0,0.0,12.666667,9.666667,1460.666667,1.0,232.0,503.598023,2164.0,778.333333,778.333333,1344219.666667,4948.333333,11329.666667,3882.666667,1365.0,22.333333,1681.333333,36775.0819,156037.565109,135085.410107,15190.599992,8214.666667,34026.096652
bologna,skewed,medium,mp_super_no_safe,3,696.372778,72.050775,2589.65,1184.661333,77.870062,3604.166667,976.209042,5.660465,3000.0,3000.0,3000.0,0.0,0.0,1009.333333,0.0,0.0,0.0,0.0,0.0,1.0,278.333333,631.49646,2194.333333,777.666667,777.666667,1346812.333333,5168.0,13469.0,4177.333333,1543.666667,17.333333,0.0,38125.040142,157718.677126,135849.094751,15435.51327,8094.0,35435.228725
